iter	Logloss
132	0.2904857302
133	0.2890589795
134	0.2876733464
135	0.2864171042
136	0.2855663142
137	0.2842938599
138	0.2834231743
139	0.2817228297
140	0.2808882681
141	0.2799095558
142	0.2780924983
143	0.2773242861
144	0.2762688375
145	0.2747428968
146	0.2734901567
147	0.2722630301
148	0.2710472906
149	0.2697892053
150	0.2687581809
151	0.2674108598
152	0.2665858239
153	0.2656068746
154	0.2648198336
155	0.2639759844
156	0.2627564318
157	0.2619744943
158	0.2610577079
159	0.2602080512
160	0.2594864955
161	0.2583473719
162	0.2577060608
163	0.2566232153
164	0.2559122337
165	0.2546747994
166	0.2537375829
167	0.2531126443
168	0.2522879213
169	0.2515978504
170	0.2507915555
171	0.2497980319
172	0.2491764099
173	0.2482875437
174	0.2476249385
175	0.2464963869
176	0.2459478292
177	0.2453600893
178	0.2445493631
179	0.2438676081
180	0.2430608017
181	0.2424962994
182	0.2417662405
183	0.2411915699
184	0.2405309235
185	0.2397284293
186	0.2390658117
187	0.2383072559
188	0.2375402307
189	0.2370118291
190	0.236278148
191	0.235576084
192	0.2349691334
193	0.2343260613
194	0.2338474984
195	0.2332753435
196	0.2327850868
197	0.2320505959
198	0.2313300031
199	0.2307548912
200	0.2298223109
201	0.2292019623
202	0.2284915193
203	0.2278720796
204	0.2273193807
205	0.2268207104
206	0.2262448666
207	0.2251846675
208	0.2245449022
209	0.2235129863
210	0.2230396891
211	0.2218882544
212	0.2210227926
213	0.2204963779
214	0.219674052
215	0.2191419146
216	0.2184549673
217	0.2179712856
218	0.2176879462
219	0.2166532497
220	0.2158417467
221	0.2153897306
222	0.2141097751
223	0.2131562851
224	0.2124879086
225	0.2114958274
226	0.2105982476
227	0.2099110332
228	0.2095292591
229	0.2086084427
230	0.2081571547
231	0.2074965303
232	0.2067995567
233	0.206304298
234	0.2053375945
235	0.204748409
236	0.2040287078
237	0.2034471651
238	0.2023340044
239	0.2014287868
240	0.2006977937
241	0.199951638
242	0.1994055847
243	0.1986225414
244	0.1981624811
245	0.1976279671
246	0.1966399941
247	0.196164899
248	0.1951042966
249	0.1947698456
250	0.1939679991
251	0.1931269883
252	0.1926508355
253	0.1921312675
254	0.1914502793
255	0.1907990922
256	0.1902985999
257	0.1893675351
258	0.1888495651
259	0.1883759058
260	0.1879351592
261	0.1874276535
262	0.1868253552
263	0.1862391142
264	0.1857289944
265	0.1852913364
266	0.1845612878
267	0.1840136312
268	0.1834061886
269	0.1828905814
270	0.1818812183
271	0.1814718623
272	0.1807611007
273	0.1800628147
274	0.179472561
275	0.1788497124
276	0.1784920323
277	0.1780871488
278	0.1775488001
279	0.1768135803
280	0.1761659629
281	0.1754130819
282	0.1748302699
283	0.1742536022
284	0.1737327483
285	0.173082832
286	0.1722951865
287	0.1717328426
288	0.1712149393
289	0.1706687513
290	0.1700835036
291	0.1695756056
292	0.16900948
293	0.1681028991
294	0.1673115008
295	0.1669928018
296	0.1664929029
297	0.1659110451
298	0.1654618685
299	0.1651507042
300	0.1645328987
301	0.163955745
302	0.1635777304
303	0.1629703454
304	0.1623784982
305	0.1615649184
306	0.1611598143
307	0.1608686109
308	0.1602806689
309	0.1597703155
310	0.1592437438
311	0.1588485742
312	0.1582423393
313	0.1577079476
314	0.1570388417
315	0.1559554333
316	0.1556814475
317	0.1552128368
318	0.1547329535
319	0.1540208661
320	0.1534221789
321	0.1530650273
322	0.1526389426
323	0.1523438744
324	0.1520152432
325	0.1515326839
326	0.1510248963
327	0.1503903159
328	0.1499351199
329	0.1490684092
330	0.1487425811
331	0.1482383078
332	0.1478763797
333	0.1473333433
334	0.1469241004
335	0.1465110118
336	0.1462249342
337	0.1457992866
338	0.1454290534
339	0.1449749404
340	0.1445646193
341	0.1443385567
342	0.14390866
343	0.1434101397
344	0.1427717275
345	0.1423564729
346	0.1420008437
347	0.1416874153
348	0.1411987041
349	0.1408914804
350	0.1404670258
351	0.139885181
352	0.1394488733
353	0.1390625289
354	0.1386969458
355	0.138212342
356	0.1378020908
357	0.1374834564
358	0.1370018596
359	0.1366452709
360	0.1363020669
361	0.1360199385
362	0.1357709545
363	0.1352125148
364	0.1347994201
365	0.1344231615
366	0.1340892658
367	0.1338404632
368	0.1336202083
369	0.1332929169
370	0.1329238072
371	0.1325479114
372	0.1321994971
373	0.1318030404
374	0.131461141
375	0.1310964102
376	0.1306394983
377	0.1303145087
378	0.1300439635
379	0.1297935701
380	0.1293511246
381	0.128935456
382	0.1285859126
383	0.1280917419
384	0.1276717445
385	0.1273555144
386	0.1271671659
387	0.1268028714
388	0.1261982041
389	0.1258351333
390	0.1254490753
391	0.1251534702
392	0.1249191774
393	0.1246632053
394	0.12437686
395	0.1240776138
396	0.123803658
397	0.1234428855
398	0.1230505078
399	0.1228073974
400	0.1225632264
401	0.122241153
402	0.1219639842
403	0.1217702692
404	0.1214132314
405	0.1209708983
406	0.1208073967
407	0.1205165558
408	0.120333753
409	0.1200749618
410	0.1197508334
411	0.1192723991
412	0.1190957443
413	0.118932171
414	0.1186291401
415	0.1184016799
416	0.1179344943
417	0.1177179939
418	0.1171537253
419	0.1168320233
420	0.1165988047
421	0.1163439227
422	0.1159893142
423	0.1157564891
424	0.1156109669
425	0.1152706011
426	0.1150485146
427	0.1146183665
428	0.1143970956
429	0.1141888788
430	0.1137651137
431	0.1135484752
432	0.1133872379
433	0.1131883484
434	0.1127616903
435	0.1123858672
436	0.1120655701
437	0.1117658542
438	0.1114163936
439	0.111229389
440	0.1109190297
441	0.1107198927
442	0.1104564274
443	0.1102116597
444	0.1100364387
445	0.1097744362
446	0.1095422741
447	0.1091976456
448	0.1090157842
449	0.1088194773
450	0.1085889262
451	0.1083443864
452	0.1081651494
453	0.107965512
454	0.1076247896
455	0.1073578349
456	0.1070470303
457	0.1068494186
458	0.106597429
459	0.1062493992
460	0.1060968394
461	0.1059208606
462	0.1057319927
463	0.1055390376
464	0.1052252568
465	0.1050696597
466	0.1047626893
467	0.1045067909
468	0.1042923778
469	0.1040513596
470	0.1038500651
471	0.1036504743
472	0.1033053699
473	0.1031023108
474	0.1029577689
475	0.1027839615
476	0.1026806748
477	0.102492047
478	0.1022699385
479	0.1021136508
480	0.1019724702
481	0.1017739134
482	0.1015973298
483	0.1013760431
484	0.1012240192
485	0.1009894881
486	0.1008116431
487	0.1006082975
488	0.1003645254
489	0.1000565664
490	0.09991372783
491	0.099778634
492	0.09944941004
493	0.09924848561
494	0.09910799507
495	0.09882300759
496	0.09865003452
497	0.09851690546
498	0.09834651566
499	0.09821985577
500	0.0979676369
501	0.09781156044
502	0.09759372571
503	0.09738426338
504	0.09724181177
505	0.09710074187
506	0.09690373894
507	0.09670821995
508	0.09657876292
509	0.09638695136
510	0.09618987102
511	0.09604306342
512	0.09587807039
513	0.09571414983
514	0.09546163689
515	0.09534139077
516	0.09518402113
517	0.09503952812
518	0.09484636333
519	0.09474439856
520	0.09459870617
521	0.09447631314
522	0.09430722766
523	0.09403791582
524	0.09387207372
525	0.09367343773
526	0.09348625695
527	0.09319142733
528	0.09307224722
529	0.09288325386
530	0.09269353983
531	0.09241971847
532	0.09227123866
533	0.09202042643
534	0.09187836218
535	0.0917704007
536	0.09161230537
537	0.09134015852
538	0.09119061546
539	0.09106840616
540	0.09090032433
541	0.0907124342
542	0.09036542746
543	0.09027536769
544	0.09009775525
545	0.08994515037
546	0.08972884056
547	0.08957154097
548	0.08928893306
549	0.08914774094
550	0.08901575093
551	0.08893963842
552	0.08880165261
553	0.0886647474
554	0.08841880571
555	0.08827927011
556	0.08812869056
557	0.08799829102
558	0.0878576185
559	0.08769363697
560	0.08754482827
561	0.0873888476
562	0.08728498221
563	0.08702817845
564	0.08687787269
565	0.08674678293
566	0.08656925407
567	0.08628775302
568	0.08618908439
569	0.08608380684
570	0.0859235198
571	0.08583808735
572	0.08570198692
573	0.08559852277
574	0.08540737883
575	0.08523434194
576	0.08507181724
577	0.08492869944
578	0.08481715443
579	0.08470213859
580	0.08447431293
581	0.08430712385
582	0.08417926238
583	0.08406801483
584	0.08390434906
585	0.08379064256
586	0.08368698716
587	0.08352522143
588	0.0833605242
589	0.08325984065
590	0.08305545443
591	0.08292675751
592	0.08282172224
593	0.08270153024
594	0.0825869133
595	0.08243168779
596	0.082298121
597	0.08216712399
598	0.08204659843
599	0.08186267786
600	0.08170585078
601	0.08153309259
602	0.08132580551
603	0.08117868889
604	0.08100536538
605	0.08087185348
606	0.08073766178
607	0.08052912827
608	0.08035430002
609	0.08022245609
610	0.08007637056
611	0.07985350971
612	0.07975772018
613	0.07966928611
614	0.07957091453
615	0.07942702173
616	0.07931422753
617	0.07922073336
618	0.07910548417
619	0.07902109017
620	0.07886172174
621	0.0787363143
622	0.07865002748
623	0.07851426133
624	0.07842625029
625	0.07825147673
626	0.0781450555
627	0.07803599912
628	0.07789101221
629	0.07781251572
630	0.07768247409
631	0.07753599072
632	0.07742619727
633	0.07729855986
634	0.07721469905
635	0.07704410958
636	0.07697448594
637	0.0768266109
638	0.07672886872
639	0.07663542752
640	0.0765233539
641	0.07642186399
642	0.07631535018
643	0.07621587131
644	0.07610823006
645	0.0759962558
646	0.07585478521
647	0.07570425436
648	0.07562432461
649	0.07552265093
650	0.07537784082
651	0.07527822309
652	0.07519898255
653	0.07510455973
654	0.07502916494
655	0.07493188714
656	0.07483138956
657	0.07473218192
658	0.07464408093
659	0.07451997461
660	0.07430580068
661	0.07422013456
662	0.07409465215
663	0.07399053445
664	0.07392250191
665	0.07381646534
666	0.07370174531
667	0.07363655876
668	0.0735012556
669	0.07338104874
670	0.07325016271
671	0.07316941621
672	0.07307939436
673	0.07293822732
674	0.07283156032
675	0.07262229011
676	0.07254151379
677	0.07242138105
678	0.07234312487
679	0.07226273058
680	0.07217308052
681	0.07208459278
682	0.07200152894
683	0.07185244087
684	0.07175848296
685	0.07164833313
686	0.07157386552
687	0.07142326052
688	0.07132164875
689	0.07123449552
690	0.07110427498
691	0.07098197393
692	0.07089636757
693	0.0708004442
694	0.0706856347
695	0.07059629179
696	0.07052280504
697	0.07045048311
698	0.07037162859
699	0.07030198049
700	0.07022005451
701	0.0701612478
702	0.07005673016
703	0.06994235101
704	0.06982604422
705	0.06977153059
706	0.06969964505
707	0.0696322532
708	0.06957123178
709	0.0694082242
710	0.06925193523
711	0.06916473903
712	0.06910037943
713	0.06893819864
714	0.06882137303
715	0.06872931804
716	0.06862550704
717	0.06855925302
718	0.06847042987
719	0.06836717556
720	0.06828014576
721	0.06818547696
722	0.06810371278
723	0.06795733762
724	0.06788177729
725	0.06780072845
726	0.06773535971
727	0.0675761309
728	0.06749585006
729	0.0674061731
730	0.0673592682
731	0.06730143859
732	0.06720442181
733	0.06713956781
734	0.06701084812
735	0.06693392497
736	0.06683240715
737	0.06676051416
738	0.06662550966
739	0.06650061233
740	0.0663594652
741	0.06628909252
742	0.06621778369
743	0.06614457451
744	0.06605385187
745	0.06596123325
746	0.06589267608
747	0.06577199714
748	0.06570273872
749	0.06562675116
750	0.06556020898
751	0.06550350305
752	0.06542774788
753	0.0653544905
754	0.06530294106
755	0.0652113316
756	0.06513502301
757	0.06507233169
758	0.06499182164
759	0.06492836638
760	0.06481486032
761	0.06475641113
762	0.06459952249
763	0.0645001724
764	0.0644286738
765	0.06435641237
766	0.06428137225
767	0.06421549387
768	0.0641525714
769	0.06408756778
770	0.06402778681
771	0.06389679085
772	0.06377274583
773	0.06365601005
774	0.06357522835
775	0.06344537012
776	0.06338762362
777	0.06328702279
778	0.06309233652
779	0.06302704161
780	0.06294995073
781	0.06288261578
782	0.06281191404
783	0.06274082772
784	0.06268700079
785	0.06259354285
786	0.06253099062
787	0.06243294146
788	0.06236315067
789	0.06227935667
790	0.06222600011
791	0.0621618392
792	0.06211900347
793	0.06199758351
794	0.06188748184
795	0.06172950583
796	0.06162466572
797	0.06155937491
798	0.0614472665
799	0.06134071233
800	0.061302286
801	0.06121364331
802	0.06115277676
803	0.0610955106
804	0.06102300447
805	0.06095660215
806	0.0608458741
807	0.06078694761
808	0.0607212688
809	0.0606788023
810	0.06061688661
811	0.06055360226
812	0.06049789777
813	0.06042940155
814	0.06034229302
815	0.06026046958
816	0.06017449617
817	0.06008422955
818	0.06002825689
819	0.05997646164
820	0.05985893262
821	0.059807452
822	0.05974473512
823	0.05965262285
824	0.05957763742
825	0.05950946877
826	0.05945458374
827	0.05940822909
828	0.05932076476
829	0.05925652821
830	0.05920984024
831	0.05908601204
832	0.05901601787
833	0.05896243826
834	0.0588960205
835	0.05883379969
836	0.05878909098
837	0.05872674412
838	0.05863891046
839	0.05859522618
840	0.05851730804
841	0.05846398754
842	0.05841617703
843	0.05834653644
844	0.05826917787
845	0.05817330086
846	0.05811434377
847	0.05804089405
848	0.05798894735
849	0.0579197747
850	0.05787439156
851	0.05777854521
852	0.05768827062
853	0.05763665132
854	0.05759481735
855	0.05753681021
856	0.05747219555
857	0.05739844489
858	0.05733582407
859	0.05726729508
860	0.05721430158
861	0.0571427011
862	0.05709359939
863	0.05697169579
864	0.05690619704
865	0.05684337674
866	0.05678450912
867	0.0567505814
868	0.05670677882
869	0.05663750117
870	0.05659180902
871	0.05652447187
872	0.05648183155
873	0.0564028529
874	0.05632088965
875	0.05625665678
876	0.05619536837
877	0.05613510825
878	0.05608584939
879	0.05602869109
880	0.05596289306
881	0.05592023864
882	0.05585194681
883	0.05576077912
884	0.05568747381
885	0.0556282536
886	0.05555714061
887	0.05550530157
888	0.05545335774
889	0.05538241463
890	0.05532595905
891	0.05527565141
892	0.0551749925
893	0.05509258388
894	0.05501300593
895	0.05494846187
896	0.05490475994
897	0.05481311371
898	0.05474204701
899	0.05468896746
900	0.05462382469
901	0.05457684516
902	0.054489316
903	0.05444062373
904	0.05438315657
905	0.05434235207
906	0.05428624309
907	0.05423742294
908	0.05415536513
909	0.05410435615
910	0.05406880955
911	0.05402599341
912	0.05399215491
913	0.05395547584
914	0.05390022445
915	0.05384147726
916	0.05380980601
917	0.05376887073
918	0.0537198649
919	0.05364184644
920	0.05357666134
921	0.05354520583
922	0.05349644421
923	0.05347164084
924	0.05343595213
925	0.05338655087
926	0.05334748783
927	0.05327367896
928	0.05322271651
929	0.05317329831
930	0.05312391141
931	0.05306367877
932	0.05296244224
933	0.05286434959
934	0.05281212112
935	0.0527685953
936	0.05271529241
937	0.05266000718
938	0.0525928394
939	0.05253147272
940	0.05248279729
941	0.05242683338
942	0.05239590145
943	0.0523252964
944	0.0522864362
945	0.05223372536
946	0.05220345168
947	0.05215663693
948	0.052109836
949	0.05207364881
950	0.05199853417
951	0.05196744109
952	0.05190709886
953	0.05185456738
954	0.05179503038
955	0.05174673041
956	0.05171058028
957	0.0516624042
958	0.05161759694
959	0.05157605941
960	0.05153413552
961	0.05148788927
962	0.05140325326
963	0.05135835482
964	0.05130857716
965	0.05125514974
966	0.05119954454
967	0.05114933128
968	0.05111472331
969	0.0510507536
970	0.05099254742
971	0.05093817651
972	0.05090211205
973	0.05083937287
974	0.05079782995
975	0.05072547069
976	0.05067843404
977	0.05062758305
978	0.05058844697
979	0.05054247901
980	0.05045962238
981	0.05037832386
982	0.05034445053
983	0.050307759
984	0.05025425023
985	0.05018321605
986	0.05013412063
987	0.05009819303
988	0.05004716768
989	0.050009849
990	0.04997353165
991	0.04990552297
992	0.04983305638
993	0.04979431609
994	0.0497090679
995	0.04965941485
996	0.04959708086
997	0.04956258175
998	0.04951581171
999	0.04948263159
